# Date,WindS,WindDir,RelHum,AirT,SWglobal,Iprec
28/07/2009 23:00,1.523,197.038,21.971,12.19,0.00000,0.000
29/07/2009 00:00,0.905,196.956,24.210,11.78,0.00000,0.000
29/07/2009 01:00,1.690,212.198,23.859,11.66,0.87737,0.000
29/07/2009 02:00,2.696,208.879,23.555,12.06,0.43868,0.000
29/07/2009 03:00,3.571,205.198,25.465,11.44,1.93868,0.000
29/07/2009 04:00,4.074,206.769,32.933,11.51,11.94815,0.000
29/07/2009 05:00,3.520,223.555,36.629,12.12,164.04730,0.000
29/07/2009 06:00,3.881,179.082,39.914,14.74,403.97400,0.000
29/07/2009 07:00,1.542,186.495,41.794,16.10,572.70200,0.000
29/07/2009 08:00,2.548,195.890,42.891,16.36,714.89300,0.000
29/07/2009 09:00,3.034,161.297,45.587,16.58,824.46900,0.000
29/07/2009 10:00,3.015,179.824,39.373,17.60,897.23400,0.000
29/07/2009 11:00,2.903,210.533,31.784,19.15,919.04100,0.000
29/07/2009 12:00,1.123,107.467,30.886,19.83,891.60200,0.000
29/07/2009 13:00,1.911,137.736,32.396,19.33,814.45100,0.000
29/07/2009 14:00,0.922,45.176,31.723,18.64,690.17600,0.000
29/07/2009 15:00,0.573,170.280,31.538,17.27,324.03400,0.000
29/07/2009 16:00,0.654,273.319,41.078,16.24,30.33990,0.000
29/07/2009 17:00,0.721,234.610,43.580,15.00,19.44360,0.000
29/07/2009 18:00,1.327,240.313,45.794,14.42,6.78310,0.000
29/07/2009 19:00,1.824,235.918,51.030,13.90,0.43868,0.000
29/07/2009 20:00,3.369,232.901,51.688,13.93,0.87737,0.000
29/07/2009 21:00,4.057,218.330,52.374,14.04,0.43868,0.000
29/07/2009 22:00,2.816,179.352,53.994,14.26,0.00000,0.000
29/07/2009 23:00,3.668,186.764,53.644,13.72,0.43868,0.000
30/07/2009 00:00,4.124,193.071,56.567,13.42,0.43868,0.000
30/07/2009 01:00,4.342,186.648,58.830,12.80,0.43868,0.000
30/07/2009 02:00,2.641,224.659,65.001,11.19,0.00000,0.000
30/07/2009 03:00,0.601,227.802,73.746,10.14,2.37737,0.000
30/07/2009 04:00,0.707,244.918,76.448,9.47,27.94815,0.000
30/07/2009 05:00,0.486,189.577,75.803,10.66,161.01930,0.000
30/07/2009 06:00,1.073,96.648,75.284,12.49,369.15300,0.000
30/07/2009 07:00,1.878,53.060,72.425,13.42,537.59800,0.000
30/07/2009 08:00,1.391,21.764,71.915,14.86,699.81700,0.000
30/07/2009 09:00,1.746,36.137,74.449,14.68,610.22400,0.000
30/07/2009 10:00,0.905,31.912,78.648,14.04,723.93400,0.000
30/07/2009 11:00,1.629,17.841,75.349,14.92,783.00800,0.000
30/07/2009 12:00,0.872,55.214,75.909,15.20,916.23500,0.000
30/07/2009 13:00,1.914,24.445,75.707,15.02,806.71500,0.000
30/07/2009 14:00,0.687,38.038,77.533,13.82,598.14800,0.000
30/07/2009 15:00,0.905,121.445,71.465,12.40,82.62340,0.000
30/07/2009 16:00,0.000,284.308,56.128,11.04,74.31190,0.000
30/07/2009 17:00,0.570,267.549,28.481,9.93,41.39220,0.000
30/07/2009 18:00,0.637,204.038,16.393,9.16,3.58025,0.000
30/07/2009 19:00,0.000,202.225,20.279,8.75,0.00000,0.000
30/07/2009 20:00,0.000,200.264,25.041,8.43,0.00000,0.000
30/07/2009 21:00,0.000,220.115,29.185,8.20,0.00000,0.000
30/07/2009 22:00,0.536,249.148,25.003,7.68,0.00000,0.000
30/07/2009 23:00,0.838,214.841,32.590,8.39,0.43868,0.000
31/07/2009 00:00,0.017,216.764,29.012,7.22,0.43868,0.000
31/07/2009 01:00,0.034,239.022,45.130,8.10,1.25473,0.000
31/07/2009 02:00,0.251,205.868,45.962,8.16,0.87737,0.000
31/07/2009 03:00,1.151,211.956,25.501,8.48,1.50000,0.000
31/07/2009 04:00,2.732,181.319,41.218,10.94,27.38683,0.000
31/07/2009 05:00,1.777,181.352,48.808,11.95,128.00990,0.000
31/07/2009 06:00,1.878,172.571,49.633,13.68,285.78500,0.000
31/07/2009 07:00,3.031,203.297,57.259,14.41,485.89000,0.000
31/07/2009 08:00,2.950,189.242,57.451,15.27,700.57200,0.000
31/07/2009 09:00,3.160,219.505,60.155,15.76,773.66700,0.000
31/07/2009 10:00,5.579,135.264,62.648,14.82,225.03000,0.000
31/07/2009 11:00,4.311,129.533,62.712,15.44,297.58700,0.000
31/07/2009 12:00,1.964,70.484,64.585,16.48,897.08300,0.000
31/07/2009 13:00,0.553,32.159,70.043,17.30,836.27200,0.000
31/07/2009 14:00,0.654,69.236,72.097,15.81,585.40300,0.000
31/07/2009 15:00,0.503,158.516,74.470,14.46,310.25800,0.000
31/07/2009 16:00,0.134,272.049,73.478,13.58,164.66200,0.000
31/07/2009 17:00,0.500,236.951,72.808,13.16,74.58600,0.000
31/07/2009 18:00,3.095,229.802,73.849,13.46,11.43420,0.000
31/07/2009 19:00,4.208,205.588,71.509,12.48,1.31605,0.000
31/07/2009 20:00,3.872,204.516,71.149,12.31,0.00000,0.000
31/07/2009 21:00,2.975,139.264,68.393,12.09,0.43868,0.000
31/07/2009 22:00,3.269,155.758,68.796,11.74,1.31605,0.000
31/07/2009 23:00,1.626,180.143,65.797,11.44,0.00000,0.000
01/08/2009 00:00,3.668,208.291,64.640,11.46,0.00000,0.000
01/08/2009 01:00,4.392,187.000,67.555,11.08,0.00000,0.000
01/08/2009 02:00,3.442,185.632,70.786,10.98,0.00000,0.000
01/08/2009 03:00,3.289,173.236,72.519,10.86,2.00000,0.000
01/08/2009 04:00,2.867,197.335,73.177,10.60,19.44815,0.000
01/08/2009 05:00,3.302,177.440,73.454,11.13,161.59460,0.000
01/08/2009 06:00,4.291,192.780,70.903,12.96,375.15300,0.000
01/08/2009 07:00,3.286,169.780,66.376,14.14,544.32000,0.000
01/08/2009 08:00,3.743,144.846,67.469,15.44,679.79800,0.000
01/08/2009 09:00,6.434,125.934,63.741,16.43,763.08200,0.000
01/08/2009 10:00,6.722,127.742,59.729,16.28,858.68600,0.000
01/08/2009 11:00,5.901,125.945,59.922,16.26,538.90400,0.000
01/08/2009 12:00,4.831,135.956,60.432,15.53,397.05800,0.000
01/08/2009 13:00,5.370,150.352,57.831,16.29,257.10700,0.000
01/08/2009 14:00,4.694,148.852,59.294,15.58,315.77500,0.000
01/08/2009 15:00,3.386,161.764,60.049,15.51,233.02100,0.000
01/08/2009 16:00,4.096,152.791,63.112,15.08,139.65800,0.000
01/08/2009 17:00,3.584,167.423,65.576,14.46,34.40620,0.000
01/08/2009 18:00,3.973,167.462,67.601,13.48,5.96710,0.000
01/08/2009 19:00,2.621,168.813,64.983,12.58,0.00000,0.000
01/08/2009 20:00,2.495,152.473,65.862,11.94,0.00000,0.000
01/08/2009 21:00,3.601,152.335,68.222,12.32,0.00000,0.000
01/08/2009 22:00,3.219,138.154,68.977,12.20,0.43868,0.000
01/08/2009 23:00,3.654,144.176,70.520,11.88,1.25473,0.000
02/08/2009 00:00,4.132,142.121,68.900,11.88,0.00000,0.000
02/08/2009 01:00,7.181,134.588,68.976,11.31,0.00000,0.000
02/08/2009 02:00,2.920,153.242,69.233,11.22,0.00000,0.000
02/08/2009 03:00,3.048,145.758,67.464,10.34,0.93868,0.000
02/08/2009 04:00,2.892,152.165,69.407,10.50,63.87737,0.000
02/08/2009 05:00,2.679,138.791,69.207,10.91,77.99200,0.000
02/08/2009 06:00,2.738,136.742,64.725,9.78,36.86340,7.112
02/08/2009 07:00,4.732,184.214,67.419,8.52,79.52880,2.032
02/08/2009 08:00,6.845,191.599,69.616,8.29,99.39700,0.508
02/08/2009 09:00,5.850,169.324,70.919,8.50,124.58110,0.000
02/08/2009 10:00,4.043,185.868,68.521,8.73,202.20400,0.000
02/08/2009 11:00,3.353,213.379,69.411,8.28,248.09700,0.254
02/08/2009 12:00,2.347,139.324,68.056,10.41,586.77600,0.000
02/08/2009 13:00,1.780,106.698,68.032,11.85,885.67800,0.254
02/08/2009 14:00,1.565,171.451,60.304,10.78,658.20500,0.000
02/08/2009 15:00,0.486,63.050,38.791,10.08,343.59900,0.000
02/08/2009 16:00,1.009,133.890,13.254,8.34,105.13300,0.000
02/08/2009 17:00,0.034,112.951,8.872,8.07,46.62800,0.000
02/08/2009 18:00,0.922,139.566,15.005,7.39,10.24070,0.000
02/08/2009 19:00,0.000,215.874,22.461,7.00,0.00000,0.000
02/08/2009 20:00,0.084,224.654,33.005,6.84,1.25473,0.000
02/08/2009 21:00,0.168,222.753,42.798,6.85,0.00000,0.000
02/08/2009 22:00,0.000,226.489,48.231,6.74,2.00000,0.254
02/08/2009 23:00,0.000,219.027,37.352,6.52,0.81605,0.000
03/08/2009 00:00,0.506,227.934,15.611,6.40,0.00000,0.000
03/08/2009 01:00,0.000,204.005,15.611,6.28,0.43868,0.000
03/08/2009 02:00,0.000,176.000,15.611,6.21,0.43868,0.000
03/08/2009 03:00,0.000,176.352,15.611,5.90,0.43868,0.000
03/08/2009 04:00,0.000,176.000,15.611,5.92,6.50000,0.000
03/08/2009 05:00,0.050,106.203,15.611,6.16,48.03790,0.254
03/08/2009 06:00,0.034,42.604,15.611,6.88,78.33090,0.000
03/08/2009 07:00,0.084,25.582,15.611,6.70,99.19880,0.762
03/08/2009 08:00,0.905,180.104,15.611,6.60,201.13300,0.254
03/08/2009 09:00,1.263,82.319,15.611,6.45,195.21900,1.016
03/08/2009 10:00,0.486,51.187,15.611,6.18,109.57700,0.000
03/08/2009 11:00,2.045,41.571,15.611,6.13,118.75550,0.508
03/08/2009 12:00,0.972,136.736,15.611,6.68,225.67600,0.000
03/08/2009 13:00,0.986,124.676,15.611,6.24,142.81300,0.000
03/08/2009 14:00,2.028,154.615,15.611,5.27,131.35920,0.000
03/08/2009 15:00,1.442,178.121,15.611,5.46,143.48300,0.000
03/08/2009 16:00,0.771,131.725,15.611,5.43,79.85920,0.000
03/08/2009 17:00,0.939,120.154,15.611,5.00,42.74110,0.000
03/08/2009 18:00,0.335,175.720,15.611,4.68,12.18890,0.000
03/08/2009 19:00,0.872,187.176,15.611,4.38,1.19341,0.000
03/08/2009 20:00,0.888,152.868,15.611,3.95,0.81605,0.000
03/08/2009 21:00,0.168,126.011,15.611,3.50,0.43868,0.000
03/08/2009 22:00,0.319,196.676,15.611,3.19,0.50000,0.000
03/08/2009 23:00,0.000,182.819,15.611,3.04,1.69341,0.000
04/08/2009 00:00,0.000,142.692,15.611,3.18,0.00000,0.000
04/08/2009 01:00,0.168,197.995,15.611,3.00,0.00000,0.000
04/08/2009 02:00,0.034,179.758,15.611,2.70,0.00000,0.000
04/08/2009 03:00,0.050,210.330,15.611,2.25,0.00000,0.000
04/08/2009 04:00,0.000,237.945,15.611,2.62,12.87737,0.000
04/08/2009 05:00,0.000,144.187,15.611,3.52,122.81150,0.000
04/08/2009 06:00,1.039,49.165,15.611,6.09,420.00300,0.000
04/08/2009 07:00,2.045,44.456,40.611,8.09,615.68800,0.000
04/08/2009 08:00,2.565,36.198,81.844,9.67,756.07200,0.000
04/08/2009 09:00,3.051,43.934,74.705,10.68,850.77100,0.000
04/08/2009 10:00,2.517,54.560,77.151,11.25,935.07400,0.000
04/08/2009 11:00,2.582,100.560,76.378,11.86,948.71600,0.000
04/08/2009 12:00,2.031,124.637,73.092,12.04,897.89500,0.000
04/08/2009 13:00,1.224,137.511,73.702,12.06,807.19600,0.000
04/08/2009 14:00,1.241,143.038,75.757,11.54,686.14800,0.000
04/08/2009 15:00,0.768,181.555,78.358,10.08,92.33600,0.000
04/08/2009 16:00,0.922,164.082,78.599,9.42,31.33990,0.000
04/08/2009 17:00,0.000,165.709,72.561,8.51,19.69840,0.000
04/08/2009 18:00,0.785,236.308,70.092,7.68,6.90580,0.000
04/08/2009 19:00,1.157,240.659,76.824,7.85,0.43868,0.000
04/08/2009 20:00,0.017,222.544,78.324,7.90,1.19341,0.000
04/08/2009 21:00,0.117,236.791,74.625,8.33,0.00000,0.000
04/08/2009 22:00,0.419,231.027,74.760,8.32,1.50000,0.000
04/08/2009 23:00,0.000,204.835,79.073,7.51,0.43868,0.000
05/08/2009 00:00,0.386,204.835,77.614,8.08,0.00000,0.000
05/08/2009 01:00,0.335,205.742,73.777,7.54,0.00000,0.000
05/08/2009 02:00,0.517,205.632,65.494,7.93,0.87737,0.000
05/08/2009 03:00,1.039,207.148,58.445,8.86,1.50000,0.000
05/08/2009 04:00,0.838,196.945,51.731,9.24,10.57078,0.000
05/08/2009 05:00,0.235,155.549,43.696,11.30,163.36340,0.000
05/08/2009 06:00,0.939,114.104,36.245,13.89,391.70100,0.000
05/08/2009 07:00,1.056,78.764,48.291,14.84,551.45700,0.000
05/08/2009 08:00,1.341,50.571,50.770,15.72,711.06200,0.000
05/08/2009 09:00,1.257,42.319,54.833,17.10,835.01600,0.000
05/08/2009 10:00,1.542,184.918,58.583,17.69,903.24400,0.000
05/08/2009 11:00,1.391,25.429,58.309,17.72,922.37600,0.000
05/08/2009 12:00,1.576,36.912,60.211,17.13,875.84800,0.000
05/08/2009 13:00,0.503,29.313,61.927,16.69,785.36600,0.000
05/08/2009 14:00,0.620,47.159,61.137,15.57,666.12000,0.000
05/08/2009 15:00,0.972,101.407,65.133,14.86,309.39700,0.000
05/08/2009 16:00,0.168,209.962,66.434,13.66,25.89180,0.000
05/08/2009 17:00,0.201,240.703,68.731,12.67,15.49550,0.000
05/08/2009 18:00,0.000,240.352,69.945,12.10,4.71235,0.000
05/08/2009 19:00,0.986,232.500,65.566,12.68,0.00000,0.000
05/08/2009 20:00,2.629,211.973,53.713,12.85,0.43868,0.000
05/08/2009 21:00,3.154,211.275,38.413,13.50,0.93868,0.000
05/08/2009 22:00,2.548,210.489,33.483,13.54,0.00000,0.000
05/08/2009 23:00,2.531,204.890,33.643,13.08,0.00000,0.000
06/08/2009 00:00,1.878,209.962,30.712,13.00,0.00000,0.000
06/08/2009 01:00,1.710,213.352,24.260,12.60,0.00000,0.000
06/08/2009 02:00,1.277,231.176,22.834,12.52,0.00000,0.000
06/08/2009 03:00,0.034,254.242,32.619,11.78,1.00000,0.000
06/08/2009 04:00,0.000,270.593,32.511,12.04,8.50000,0.000
06/08/2009 05:00,0.000,193.593,24.599,14.07,154.42470,0.000
06/08/2009 06:00,0.050,88.071,30.198,16.38,381.41800,0.000
06/08/2009 07:00,1.324,56.088,40.788,16.44,556.15500,0.000
06/08/2009 08:00,1.928,41.890,45.788,16.59,699.27400,0.000
06/08/2009 09:00,2.646,24.060,46.517,17.29,815.95000,0.000
06/08/2009 10:00,2.534,31.599,44.686,26.70,884.95100,0.000
06/08/2009 11:00,1.408,29.187,43.582,18.81,900.31000,0.000
06/08/2009 12:00,1.106,179.973,44.366,18.64,867.29100,0.000
06/08/2009 13:00,1.394,99.736,45.548,18.36,785.37500,0.000
06/08/2009 14:00,0.285,152.214,50.457,17.80,658.35500,0.000
06/08/2009 15:00,0.134,181.962,52.774,16.18,308.19400,0.000
06/08/2009 16:00,0.084,185.495,59.052,14.65,26.83040,0.000
06/08/2009 17:00,1.106,224.527,62.295,13.84,16.25020,0.000
06/08/2009 18:00,0.251,239.527,62.623,12.93,5.15103,0.000
06/08/2009 19:00,0.718,239.473,58.883,13.14,1.43868,0.000
06/08/2009 20:00,2.146,207.440,49.286,12.54,0.43868,0.000
06/08/2009 21:00,2.464,207.280,38.264,13.32,0.00000,0.000
06/08/2009 22:00,2.149,223.956,37.049,12.98,0.00000,0.000
06/08/2009 23:00,0.738,217.874,37.209,12.57,0.00000,0.000
07/08/2009 00:00,1.673,207.978,39.475,12.45,0.00000,0.000
07/08/2009 01:00,2.062,208.852,39.710,12.19,0.81605,0.000
07/08/2009 02:00,2.565,211.132,41.812,11.90,1.19341,0.000
07/08/2009 03:00,1.719,218.093,42.168,11.78,1.00000,0.000
07/08/2009 04:00,0.017,206.951,46.680,11.58,13.19341,0.000
07/08/2009 05:00,0.285,122.940,50.048,12.77,148.81150,0.000
07/08/2009 06:00,1.372,68.363,53.377,14.87,366.61600,0.000
07/08/2009 07:00,2.082,71.247,51.862,15.30,535.86200,0.000
07/08/2009 08:00,2.425,45.940,51.697,15.94,680.53400,0.000
07/08/2009 09:00,2.380,51.852,52.537,16.96,795.39300,0.000
07/08/2009 10:00,1.743,100.022,49.818,17.85,885.65800,0.000
07/08/2009 11:00,1.006,160.995,53.312,18.95,902.81900,0.000
07/08/2009 12:00,0.821,116.956,51.537,18.19,810.30000,0.000
07/08/2009 13:00,1.763,105.412,53.412,16.78,852.95200,0.000
07/08/2009 14:00,0.302,119.313,56.012,16.21,562.61000,0.000
07/08/2009 15:00,0.989,89.863,63.767,13.78,266.03200,0.000
07/08/2009 16:00,0.788,185.621,72.058,12.84,93.47700,0.000
07/08/2009 17:00,0.285,184.516,73.784,11.92,45.84030,0.000
07/08/2009 18:00,0.319,229.742,72.465,11.15,5.52840,0.000
07/08/2009 19:00,3.336,200.209,74.984,10.88,0.00000,0.000
07/08/2009 20:00,2.702,258.852,73.618,10.86,0.00000,0.254
07/08/2009 21:00,1.414,301.115,73.872,11.08,0.00000,0.254
07/08/2009 22:00,0.000,249.055,75.979,10.24,0.87737,0.000
07/08/2009 23:00,0.034,222.824,72.797,10.54,0.00000,0.000
08/08/2009 00:00,0.704,84.764,38.421,9.89,0.00000,0.000
08/08/2009 01:00,0.000,135.379,13.951,8.97,0.00000,0.000
08/08/2009 02:00,0.319,235.093,40.020,8.88,0.43868,0.000
08/08/2009 03:00,0.738,229.060,49.587,8.89,0.00000,0.000
08/08/2009 04:00,0.000,220.989,49.897,8.78,4.00000,0.000
08/08/2009 05:00,2.238,187.681,68.947,9.16,22.45761,0.000
08/08/2009 06:00,3.808,207.297,77.822,9.82,69.71730,0.254
08/08/2009 07:00,1.710,168.187,75.206,10.52,116.83600,0.000
08/08/2009 08:00,0.838,181.846,77.391,10.28,183.11400,0.000
08/08/2009 09:00,1.710,182.764,77.507,11.31,328.12500,0.000
08/08/2009 10:00,0.922,88.011,62.208,12.40,329.99400,0.000
08/08/2009 11:00,0.687,18.401,48.825,11.36,197.69100,0.000
08/08/2009 12:00,0.050,49.434,32.141,10.88,158.53000,0.000
08/08/2009 13:00,0.520,26.720,30.004,10.11,199.70900,0.000
08/08/2009 14:00,1.204,35.560,48.750,10.64,207.78500,0.000
08/08/2009 15:00,1.291,60.011,35.959,10.58,135.66200,0.000
08/08/2009 16:00,1.006,152.170,26.213,9.76,51.80250,0.000
08/08/2009 17:00,0.000,124.000,37.483,9.05,24.04280,0.000
08/08/2009 18:00,0.000,115.060,44.780,8.91,5.96710,0.000
08/08/2009 19:00,0.956,218.676,59.758,8.39,0.00000,0.000
08/08/2009 20:00,0.623,245.626,75.739,8.60,0.00000,0.000
08/08/2009 21:00,0.000,208.126,75.665,8.27,0.00000,0.000
08/08/2009 22:00,0.017,195.758,80.820,8.68,1.25473,0.000
08/08/2009 23:00,0.000,222.418,81.871,8.88,0.81605,0.000
09/08/2009 00:00,0.517,222.418,81.672,8.74,0.00000,0.000
09/08/2009 01:00,0.821,221.769,82.577,8.73,1.63210,0.000
09/08/2009 02:00,1.274,216.604,81.431,8.51,0.00000,0.000
09/08/2009 03:00,1.760,214.291,80.959,8.98,1.00000,0.000
09/08/2009 04:00,2.230,207.407,82.317,8.74,16.00946,0.000
09/08/2009 05:00,1.710,182.220,80.538,9.98,148.83040,0.000
09/08/2009 06:00,0.637,133.714,77.291,11.32,358.35100,0.000
09/08/2009 07:00,1.961,143.907,73.799,13.32,537.59800,0.000
09/08/2009 08:00,1.375,160.478,67.447,14.86,744.55300,0.000
09/08/2009 09:00,1.869,111.418,67.330,15.74,897.49800,0.000
09/08/2009 10:00,2.182,91.621,71.021,15.14,623.53000,0.000
09/08/2009 11:00,1.059,76.956,71.930,14.59,464.18500,0.000
09/08/2009 12:00,0.738,105.231,76.532,14.10,647.72900,0.000
09/08/2009 13:00,1.126,230.813,72.596,22.80,369.42900,0.000
09/08/2009 14:00,0.486,92.236,75.093,14.88,346.60700,0.000
09/08/2009 15:00,0.741,64.984,80.508,13.54,181.96500,0.000
09/08/2009 16:00,0.017,193.714,81.575,10.75,43.50990,4.572
09/08/2009 17:00,0.000,231.857,79.222,9.08,20.85880,0.000
09/08/2009 18:00,1.827,229.527,75.807,9.62,0.87737,1.016
09/08/2009 19:00,1.394,232.269,64.758,8.36,0.00000,1.778
09/08/2009 20:00,0.536,200.258,62.483,7.68,0.00000,0.000
09/08/2009 21:00,1.168,217.121,77.420,8.25,0.81605,0.254
09/08/2009 22:00,1.880,218.808,82.069,8.80,0.00000,0.000
09/08/2009 23:00,1.394,225.214,82.599,8.62,0.87737,0.000
10/08/2009 00:00,1.972,206.505,81.960,8.64,0.50000,0.000
10/08/2009 01:00,1.981,220.989,73.498,8.49,0.00000,0.000
10/08/2009 02:00,1.056,227.330,72.526,8.16,0.50000,0.000
10/08/2009 03:00,1.652,224.423,77.188,9.12,0.43868,0.000
10/08/2009 04:00,0.654,233.687,76.984,8.67,10.93868,0.000
10/08/2009 05:00,0.319,186.005,71.840,10.18,111.43420,0.000
10/08/2009 06:00,0.034,146.571,74.251,10.92,197.20900,0.000
10/08/2009 07:00,0.084,138.791,75.840,11.15,495.97300,0.000
10/08/2009 08:00,1.657,166.896,78.666,11.45,520.69500,0.000
10/08/2009 09:00,1.713,204.637,80.021,10.52,266.28600,0.000
10/08/2009 10:00,2.713,204.632,75.902,12.52,624.67200,0.000
10/08/2009 11:00,2.369,221.385,68.062,14.44,832.80100,0.000
10/08/2009 12:00,3.059,173.747,71.895,12.84,392.73900,0.254
10/08/2009 13:00,2.473,135.000,79.205,10.92,316.88100,0.000
10/08/2009 14:00,0.721,41.539,64.539,10.66,150.44600,0.254
10/08/2009 15:00,1.123,100.731,49.081,9.44,46.23620,0.508
10/08/2009 16:00,0.067,142.615,53.510,9.42,36.84480,1.016
10/08/2009 17:00,0.218,126.033,60.928,8.80,9.66050,2.032
10/08/2009 18:00,0.620,89.929,69.203,8.35,2.82551,1.016
10/08/2009 19:00,0.017,125.352,74.573,8.01,0.00000,0.762
10/08/2009 20:00,0.285,157.923,78.967,8.05,0.00000,0.254
10/08/2009 21:00,0.117,177.060,81.522,7.66,0.43868,0.000
10/08/2009 22:00,0.000,138.956,81.083,7.52,0.43868,0.000
10/08/2009 23:00,0.550,153.720,80.929,7.46,0.00000,0.000
11/08/2009 00:00,0.084,182.621,80.348,7.24,2.81605,0.000
11/08/2009 01:00,0.500,197.593,80.633,7.12,0.87737,0.000
11/08/2009 02:00,0.808,166.769,79.868,6.82,0.43868,0.000
11/08/2009 03:00,0.000,165.797,80.505,6.87,0.43868,0.000
11/08/2009 04:00,0.500,188.253,80.006,6.90,17.81605,0.000
11/08/2009 05:00,0.872,214.808,79.185,6.76,43.97200,0.000
11/08/2009 06:00,0.017,119.703,70.531,7.50,136.56170,0.000
11/08/2009 07:00,1.335,36.769,75.070,9.94,516.68200,0.000
11/08/2009 08:00,2.582,20.824,78.840,11.68,748.07200,0.000
11/08/2009 09:00,2.263,38.390,79.541,12.79,818.50700,0.000
11/08/2009 10:00,2.045,53.720,67.837,14.04,867.83300,0.000
11/08/2009 11:00,1.696,96.995,67.689,14.31,888.28100,0.000
11/08/2009 12:00,0.469,99.451,62.508,14.82,854.00800,0.000
11/08/2009 13:00,0.503,88.319,62.256,14.36,770.34700,0.000
11/08/2009 14:00,0.942,159.962,72.641,12.88,650.30800,0.000
11/08/2009 15:00,0.268,154.187,78.260,12.02,395.93900,0.000
11/08/2009 16:00,0.486,163.357,82.927,11.26,155.18100,0.000
11/08/2009 17:00,0.738,218.324,86.470,9.73,56.84500,0.000
11/08/2009 18:00,0.000,235.275,87.695,8.92,5.15103,0.000
11/08/2009 19:00,0.000,218.879,87.418,8.73,0.00000,0.000
11/08/2009 20:00,0.000,213.275,86.188,8.88,0.87737,0.000
11/08/2009 21:00,0.972,217.071,82.505,9.18,0.00000,0.000
11/08/2009 22:00,0.520,233.214,81.325,9.26,0.00000,0.000
11/08/2009 23:00,0.821,238.275,83.280,8.90,0.43868,0.000
12/08/2009 00:00,0.500,220.005,83.340,8.14,0.00000,0.000
12/08/2009 01:00,1.224,203.110,78.187,8.80,0.43868,0.000
12/08/2009 02:00,0.184,225.896,75.844,9.09,0.43868,0.000
12/08/2009 03:00,0.888,238.324,80.088,11.74,0.43868,0.000
12/08/2009 04:00,0.992,232.720,82.961,11.96,8.87737,0.000
12/08/2009 05:00,0.000,168.214,82.316,9.03,141.04730,0.000
12/08/2009 06:00,0.939,64.610,80.273,11.29,361.46500,0.000
12/08/2009 07:00,1.894,41.604,81.816,11.92,539.36200,0.000
12/08/2009 08:00,1.458,51.940,76.516,12.74,682.55300,0.000
12/08/2009 09:00,1.411,44.319,74.841,13.94,793.88400,0.000
12/08/2009 10:00,1.743,41.462,73.923,15.29,863.14900,0.000
12/08/2009 11:00,1.995,69.517,69.257,15.62,883.51700,0.000
12/08/2009 12:00,2.732,52.264,66.412,1.00,847.98900,0.000
