"SIGNAL_NAME","PHYSICAL_SIGNAL","CONVERSION","INPUT"
"payload_adiff01_1","sp_dv1_1","selfpotential",""
"payload_adiff23_1","sp_dv2_1","selfpotential",""
"payload_adiff01_2","sp_dv1_2","selfpotential",""
"payload_adiff23_2","sp_dv2_2","selfpotential",""
