"POSITION","LONGITUDE","LATITUDE","ALTITUDE","COMMENT"
"598","8.552925","47.377305","527",
"599","8.552925","47.377305","527",
"600","8.552925","47.377305","527",
"601","8.552925","47.377305","527",
"602","8.552925","47.377305","527",
"603","8.552925","47.377305","527",
"604","8.552925","47.377305","527",
"605","8.552925","47.377305","527",
"606","8.552925","47.377305","527",
"607","8.552925","47.377305","527",
"608","8.552925","47.377305","527",
"609","8.552925","47.377305","527",
"610","8.552925","47.377305","527",
"611","8.552925","47.377305","527",
"612","8.552925","47.377305","527",
"613","8.552925","47.377305","527",
"614","8.552925","47.377305","527",
"615","8.552925","47.377305","527",
"616","8.552925","47.377305","527",
"617","8.552925","47.377305","527",
"618","8.552925","47.377305","527",
"619","8.552925","47.377305","527",
"620","8.552925","47.377305","527",
"621","8.552925","47.377305","527",
"622","8.552925","47.377305","527",
"623","8.552925","47.377305","527",
"624","8.552925","47.377305","527",
"625","8.552925","47.377305","527",
"626","8.552925","47.377305","527",
"627","8.552925","47.377305","527",
"628","8.552925","47.377305","527",
"629","8.552925","47.377305","527",
"630","8.552925","47.377305","527",
"631","8.552925","47.377305","527",
"632","8.552925","47.377305","527",
"633","8.552925","47.377305","527",
"634","8.552925","47.377305","527",
"635","8.552925","47.377305","527",
"636","8.552925","47.377305","527",
"637","8.552925","47.377305","527",
"638","8.552925","47.377305","527",
"639","8.552925","47.377305","527",
"640","8.552925","47.377305","527",
"641","8.552925","47.377305","527",
"642","8.552925","47.377305","527",
"643","8.552925","47.377305","527",
"644","8.552925","47.377305","527",
"645","8.552925","47.377305","527",
"646","8.552925","47.377305","527",
"647","8.552925","47.377305","527",
"648","8.552925","47.377305","527",
"649","8.552925","47.377305","527",
"650","8.552925","47.377305","527",
"651","8.552925","47.377305","527",
"652","8.552925","47.377305","527",
"653","8.552925","47.377305","527",
"654","8.552925","47.377305","527",
"655","8.552925","47.377305","527",
"656","8.552925","47.377305","527",
"657","8.552925","47.377305","527",
"658","8.552925","47.377305","527",
"659","8.552925","47.377305","527",
"660","8.552925","47.377305","527",
"661","8.552925","47.377305","527",
"662","8.552925","47.377305","527",
"663","8.552925","47.377305","527",
"664","8.552925","47.377305","527",
"665","8.552925","47.377305","527",
"666","8.552925","47.377305","527",
"667","8.552925","47.377305","527",
"668","8.552925","47.377305","527",
"669","8.552925","47.377305","527",
"670","8.552925","47.377305","527",
"671","8.552925","47.377305","527",
"672","8.552925","47.377305","527",
"673","8.552925","47.377305","527",
"674","8.552925","47.377305","527",
"675","8.552925","47.377305","527",
"676","8.552925","47.377305","527",
"677","8.552925","47.377305","527",
"678","8.552925","47.377305","527",
"679","8.552925","47.377305","527",
"680","8.552925","47.377305","527",
"681","8.552925","47.377305","527",
"682","8.552925","47.377305","527",
"683","8.552925","47.377305","527",
"684","8.552925","47.377305","527",
"685","8.552925","47.377305","527",
"686","8.552925","47.377305","527",
"687","8.552925","47.377305","527",
"688","8.552925","47.377305","527",
"689","8.552925","47.377305","527",
"690","8.552925","47.377305","527",
"691","8.552925","47.377305","527",
"692","8.552925","47.377305","527",
"693","8.552925","47.377305","527",
"694","8.552925","47.377305","527",
"695","8.552925","47.377305","527",
"696","8.552925","47.377305","527",
"697","8.552925","47.377305","527",
"698","8.552925","47.377305","527",
"699","8.552925","47.377305","527",
"700","8.552925","47.377305","527",
"701","8.552925","47.377305","527",
"702","8.552925","47.377305","527",
"703","8.552925","47.377305","527",
"704","8.552925","47.377305","527",
"705","8.552925","47.377305","527",
"706","8.552925","47.377305","527",
"707","8.552925","47.377305","527",
"708","8.552925","47.377305","527",
"709","8.552925","47.377305","527",
"710","8.552925","47.377305","527",
"711","8.552925","47.377305","527",
"712","8.552925","47.377305","527",
"713","8.552925","47.377305","527",
"714","8.552925","47.377305","527",
"715","8.552925","47.377305","527",
"716","8.552925","47.377305","527",
"717","8.552925","47.377305","527",
"718","8.552925","47.377305","527",
"719","8.552925","47.377305","527",
"720","8.552925","47.377305","527",
"721","8.552925","47.377305","527",
"722","8.552925","47.377305","527",
"723","8.552925","47.377305","527",
"724","8.552925","47.377305","527",
"725","8.552925","47.377305","527",
"726","8.552925","47.377305","527",
"727","8.552925","47.377305","527",
"728","8.552925","47.377305","527",
"729","8.552925","47.377305","527",
"730","8.552925","47.377305","527",
"731","8.552925","47.377305","527",
"732","8.552925","47.377305","527",
"733","8.552925","47.377305","527",
"734","8.552925","47.377305","527",
"735","8.552925","47.377305","527",
"736","8.552925","47.377305","527",
"737","8.552925","47.377305","527",
"738","8.552925","47.377305","527",
"739","8.552925","47.377305","527",
"740","8.552925","47.377305","527",
"741","8.552925","47.377305","527",
"742","8.552925","47.377305","527",
"743","8.552925","47.377305","527",
"744","8.552925","47.377305","527",
"745","8.552925","47.377305","527",
"746","8.552925","47.377305","527",
"747","8.552925","47.377305","527",
"748","8.552925","47.377305","527",
"749","8.552925","47.377305","527",
"750","8.552925","47.377305","527",
"751","8.552925","47.377305","527",
"752","8.552925","47.377305","527",
"753","8.552925","47.377305","527",
"754","8.552925","47.377305","527",
"755","8.552925","47.377305","527",
"756","8.552925","47.377305","527",
"757","8.552925","47.377305","527",
"758","8.552925","47.377305","527",
"759","8.552925","47.377305","527",
"760","8.552925","47.377305","527",
"761","8.552925","47.377305","527",
"762","8.552925","47.377305","527",
"763","8.552925","47.377305","527",
"764","8.552925","47.377305","527",
"765","8.552925","47.377305","527",
"766","8.552925","47.377305","527",
"767","8.552925","47.377305","527",
"768","8.552925","47.377305","527",
"769","8.552925","47.377305","527",
"770","8.552925","47.377305","527",
"771","8.552925","47.377305","527",
"772","8.552925","47.377305","527",
"773","8.552925","47.377305","527",
"774","8.552925","47.377305","527",
"775","8.552925","47.377305","527",
"776","8.552925","47.377305","527",
"777","8.552925","47.377305","527",
"778","8.552925","47.377305","527",
"779","8.552925","47.377305","527",
"780","8.552925","47.377305","527",
"781","8.552925","47.377305","527",
"782","8.552925","47.377305","527",
"783","8.552925","47.377305","527",
"784","8.552925","47.377305","527",
"785","8.552925","47.377305","527",
"786","8.552925","47.377305","527",
"787","8.552925","47.377305","527",
"788","8.552925","47.377305","527",
"789","8.552925","47.377305","527",
"790","8.552925","47.377305","527",
"791","8.552925","47.377305","527",
"792","8.552925","47.377305","527",
"793","8.552925","47.377305","527",
"794","8.552925","47.377305","527",
"795","8.552925","47.377305","527",
"796","8.552925","47.377305","527",
"797","8.552925","47.377305","527",
"798","8.552925","47.377305","527",
"799","8.552925","47.377305","527",
"800","8.552925","47.377305","527",
"801","8.552925","47.377305","527",
"802","8.552925","47.377305","527",
"803","8.552925","47.377305","527",
"804","8.552925","47.377305","527",
"805","8.552925","47.377305","527",
"806","8.552925","47.377305","527",
"807","8.552925","47.377305","527",
"808","8.552925","47.377305","527",
"809","8.552925","47.377305","527",
"810","8.552925","47.377305","527",
"811","8.552925","47.377305","527",
"812","8.552925","47.377305","527",
"813","8.552925","47.377305","527",
"814","8.552925","47.377305","527",
"815","8.552925","47.377305","527",
"816","8.552925","47.377305","527",
"817","8.552925","47.377305","527",
"818","8.552925","47.377305","527",
"819","8.552925","47.377305","527",
"820","8.552925","47.377305","527",
"821","8.552925","47.377305","527",
"822","8.552925","47.377305","527",
"823","8.552925","47.377305","527",
"824","8.552925","47.377305","527",
"825","8.552925","47.377305","527",
"826","8.552925","47.377305","527",
"827","8.552925","47.377305","527",
"828","8.552925","47.377305","527",
"829","8.552925","47.377305","527",
"830","8.552925","47.377305","527",
"831","8.552925","47.377305","527",
"832","8.552925","47.377305","527",
"833","8.552925","47.377305","527",
"834","8.552925","47.377305","527",
"835","8.552925","47.377305","527",
"836","8.552925","47.377305","527",
"837","8.552925","47.377305","527",
"838","8.552925","47.377305","527",
"839","8.552925","47.377305","527",
"840","8.552925","47.377305","527",
"841","8.552925","47.377305","527",
"842","8.552925","47.377305","527",
"843","8.552925","47.377305","527",
"844","8.552925","47.377305","527",
"845","8.552925","47.377305","527",
"846","8.552925","47.377305","527",
"847","8.552925","47.377305","527",
"848","8.552925","47.377305","527",
"849","8.552925","47.377305","527",
"850","8.552925","47.377305","527",
"851","8.552925","47.377305","527",
"852","8.552925","47.377305","527",
"853","8.552925","47.377305","527",
"854","8.552925","47.377305","527",
"855","8.552925","47.377305","527",
"856","8.552925","47.377305","527",
"857","8.552925","47.377305","527",
"858","8.552925","47.377305","527",
"859","8.552925","47.377305","527",
"860","8.552925","47.377305","527",
"861","8.552925","47.377305","527",
"862","8.552925","47.377305","527",
"863","8.552925","47.377305","527",
"864","8.552925","47.377305","527",
